boat_id,time_now,latitude,longitude,wind_velocity,temperature,heading,acceleration_x,acceleration_y,acceleration_z
B21,2025-02-04T11:42:01.500346Z,37.869941548751825,-122.36200484303583,38.5,7.38,267.72,1.897,-0.096,1.069
B21,2025-02-04T11:42:02.500346Z,37.87511426718051,-122.36906405643599,23.35,36.89,106.35,0.883,-0.746,-0.254
B21,2025-02-04T11:42:03.500346Z,37.87700257735734,-122.37965447964112,87.53,-4.13,60.67,-0.897,1.346,1.166
B21,2025-02-04T11:42:04.500346Z,37.86050068392679,-122.36863394249255,101.84,-3.65,199.93,-0.073,0.407,-0.23
B21,2025-02-04T11:42:05.500346Z,37.86823613073368,-122.37407931230337,94.36,34.1,333.63,-0.851,-0.98,-1.382
B21,2025-02-04T11:42:06.500346Z,37.87535365567757,-122.36564183017403,112.27,17.9,55.6,0.038,1.956,-1.593
B21,2025-02-04T11:42:07.500346Z,37.86860843095871,-122.37694319484149,122.81,3.31,56.1,1.323,0.756,-0.707
B21,2025-02-04T11:42:08.500346Z,37.86111814778335,-122.36336121393458,75.03,31.23,118.84,1.641,-1.714,1.33
B21,2025-02-04T11:42:09.500346Z,37.86538905478035,-122.36971263720652,125.33,-5.27,66.2,-1.974,0.131,-0.239
B21,2025-02-04T11:42:10.500346Z,37.864394540288906,-122.37526710844656,67.53,-0.73,197.03,-1.113,-1.869,-1.726
B21,2025-02-04T11:42:11.500346Z,37.86385398627508,-122.37799531656768,16.53,12.74,289.41,0.081,0.76,0.131
B21,2025-02-04T11:42:12.500346Z,37.871492519928545,-122.38020195435152,10.63,-3.48,222.77,-0.127,-0.171,-1.661
B21,2025-02-04T11:42:13.500346Z,37.85936895845979,-122.36610342854874,50.9,12.72,299.64,-0.743,1.351,1.788
B21,2025-02-04T11:42:14.500346Z,37.86068221643736,-122.38100445996147,15.75,3.19,350.8,0.113,0.923,-0.113
B21,2025-02-04T11:42:15.500346Z,37.865344531706484,-122.37836960294842,23.26,-8.63,329.08,0.044,1.6,-0.198
B21,2025-02-04T11:42:16.500346Z,37.87327371252625,-122.36234157348403,144.09,25.08,69.64,1.293,-1.172,-0.714
B21,2025-02-04T11:42:17.500346Z,37.86835377701785,-122.36556864409505,147.56,21.15,7.56,-1.462,0.324,1.397
B21,2025-02-04T11:42:18.500346Z,37.87116549442828,-122.36418242493812,43.25,13.36,177.84,-0.524,0.323,-0.695
B21,2025-02-04T11:42:19.500346Z,37.87436980175259,-122.36854622650995,147.33,34.66,233.65,-0.006,1.359,-0.7
B21,2025-02-04T11:42:20.500346Z,37.877795266257884,-122.38061695664629,62.59,30.21,108.51,-1.078,-1.036,1.441
B21,2025-02-04T11:42:21.500346Z,37.87273529594191,-122.36321881083353,93.41,18.41,283.0,0.068,1.901,0.119
B21,2025-02-04T11:42:22.500346Z,37.8635208008225,-122.37087429754756,131.26,36.29,252.61,-0.768,-1.932,0.01
B21,2025-02-04T11:42:23.500346Z,37.869897734219364,-122.366445206174,72.64,2.06,320.79,-0.488,0.934,0.875
B21,2025-02-04T11:42:24.500346Z,37.86210040499914,-122.37055761412735,114.56,11.96,159.57,-0.796,0.141,0.799
B21,2025-02-04T11:42:25.500346Z,37.86457898342043,-122.379550504897,2.55,-2.99,20.12,-1.76,-0.595,1.212
B21,2025-02-04T11:42:26.500346Z,37.861579756557546,-122.37086475445383,42.99,-4.42,121.16,0.411,0.195,1.273
B21,2025-02-04T11:42:27.500346Z,37.874093599862924,-122.37982729004979,56.74,10.75,122.07,-0.913,-0.87,0.852
B21,2025-02-04T11:42:28.500346Z,37.87104986098812,-122.36963919128497,122.94,33.13,272.1,1.933,1.832,-1.267
B21,2025-02-04T11:42:29.500346Z,37.873478835384894,-122.36535767194938,68.98,-2.35,349.75,0.198,0.505,1.863
B21,2025-02-04T11:42:30.500346Z,37.86460317110835,-122.3696802850276,112.73,13.45,138.55,1.177,-0.334,-1.047
B21,2025-02-04T11:42:31.500346Z,37.8640618370022,-122.37702964189359,89.53,5.86,29.82,0.33,0.194,0.936
B21,2025-02-04T11:42:32.500346Z,37.87079990321502,-122.36133210738328,19.4,-0.82,186.17,1.705,1.834,1.674
B21,2025-02-04T11:42:33.500346Z,37.86439063833546,-122.37945003223443,84.32,4.11,30.14,0.47,0.003,-0.443
B21,2025-02-04T11:42:34.500346Z,37.86534139179493,-122.36749259622573,122.21,-9.44,51.45,-1.24,1.278,-0.798
B21,2025-02-04T11:42:35.500346Z,37.866505332213585,-122.38071251788593,75.98,2.43,312.56,-1.901,-0.399,-1.271
B21,2025-02-04T11:42:36.500346Z,37.87392756428216,-122.36360527745273,129.92,7.24,86.8,-0.57,-0.305,-1.997
B21,2025-02-04T11:42:37.500346Z,37.877854739285674,-122.36223559025868,131.81,6.78,249.41,1.115,1.376,-0.505
B21,2025-02-04T11:42:38.500346Z,37.86145236835959,-122.37965069124998,71.73,28.46,48.78,1.923,-1.056,-0.615
B22,2025-02-04T11:40:59.500346Z,37.874427707823,-122.36810712716142,63.01,1.95,291.02,0.995,-0.178,-0.748
B22,2025-02-04T11:41:00.500346Z,37.864450093267706,-122.37420618339627,144.09,21.76,298.92,0.56,0.71,-1.155
B22,2025-02-04T11:41:01.500346Z,37.86297991093158,-122.37926634918928,135.26,26.2,340.62,0.388,-1.885,1.517
B22,2025-02-04T11:41:02.500346Z,37.86265855636236,-122.37070591450025,70.35,16.5,202.91,1.678,0.275,-1.32
B22,2025-02-04T11:41:03.500346Z,37.87464059156088,-122.37483276937927,25.09,10.38,10.42,0.284,1.416,1.047
B22,2025-02-04T11:41:04.500346Z,37.867108170193156,-122.37699920563033,138.62,-8.95,186.89,-0.564,-0.04,0.38
B22,2025-02-04T11:41:05.500346Z,37.877008891526025,-122.36816458662541,124.07,23.55,3.8,0.677,-0.858,1.259
B22,2025-02-04T11:41:06.500346Z,37.87181336858167,-122.3703075293402,37.27,10.63,310.33,-0.554,0.842,-1.23
B22,2025-02-04T11:41:07.500346Z,37.86251942110821,-122.37756414471862,3.23,10.75,263.39,0.584,1.519,-1.151
B22,2025-02-04T11:41:08.500346Z,37.87260241417467,-122.37339244853779,42.38,14.54,150.84,-1.859,-0.744,1.717
B22,2025-02-04T11:41:09.500346Z,37.8779927368935,-122.37056138338711,133.67,31.24,108.96,-0.577,0.395,0.299
B22,2025-02-04T11:41:10.500346Z,37.859187309672535,-122.37735518307008,90.43,2.36,210.82,-1.512,-1.793,-0.361
B22,2025-02-04T11:41:11.500346Z,37.86392442903899,-122.36115268314197,64.38,5.49,209.77,-1.857,-1.059,0.808
B22,2025-02-04T11:41:12.500346Z,37.86908540218538,-122.37715694938314,102.85,24.71,154.89,-0.896,0.137,-1.791
B22,2025-02-04T11:41:13.500346Z,37.869826565028134,-122.38069202383396,60.86,2.67,164.96,-1.785,-0.931,1.424
B22,2025-02-04T11:41:14.500346Z,37.86880240978776,-122.36120634918963,21.18,13.53,28.53,-0.247,-1.927,0.95
B22,2025-02-04T11:41:15.500346Z,37.86916406243869,-122.36744004695876,139.87,-6.98,359.83,-0.501,-1.661,-1.363
B22,2025-02-04T11:41:16.500346Z,37.866038759075074,-122.37964788167204,48.46,0.23,204.16,-0.877,0.64,-1.996
B22,2025-02-04T11:41:17.500346Z,37.86868715498151,-122.37548799924775,69.98,24.52,141.01,-0.922,-1.805,-0.553
B22,2025-02-04T11:41:18.500346Z,37.86281164122724,-122.3669968190489,76.87,12.82,39.87,0.872,-0.204,-1.441
B22,2025-02-04T11:41:19.500346Z,37.874944166444195,-122.36719346332967,98.43,1.02,7.6,-0.899,1.994,-0.543
B22,2025-02-04T11:41:20.500346Z,37.860476851214166,-122.3731628835784,58.11,-2.93,275.61,1.287,-0.726,-1.597
B22,2025-02-04T11:41:21.500346Z,37.85951590430856,-122.37726071852687,73.65,14.3,22.21,1.185,1.24,-1.204
B22,2025-02-04T11:41:22.500346Z,37.8687161594767,-122.36713504819133,58.12,3.7,139.92,-0.009,1.924,1.141
B22,2025-02-04T11:41:23.500346Z,37.864949521022034,-122.36157955295347,29.02,19.23,263.38,1.495,-0.606,-1.218
B22,2025-02-04T11:41:24.500346Z,37.87342957581942,-122.37678015317091,69.06,-6.63,358.93,-0.558,-1.12,-1.726
B22,2025-02-04T11:41:25.500346Z,37.86908428845416,-122.36496850367293,23.96,34.22,144.63,-1.981,-1.679,0.579
B22,2025-02-04T11:41:26.500346Z,37.87072406983698,-122.36161894302491,24.28,2.32,269.93,-0.012,0.991,0.448
B22,2025-02-04T11:41:27.500346Z,37.86732856790546,-122.3669312865944,108.92,-8.87,330.74,-0.979,-1.273,-1.34
B22,2025-02-04T11:41:28.500346Z,37.86322730535438,-122.361629034331,132.67,-3.47,164.81,1.025,1.783,0.391
B22,2025-02-04T11:41:29.500346Z,37.87796649907197,-122.37842592446277,7.61,29.29,164.74,0.1,0.198,0.205
B22,2025-02-04T11:41:30.500346Z,37.868630593166976,-122.37707484301528,106.06,28.82,185.58,-0.997,-0.185,-1.794
B22,2025-02-04T11:41:31.500346Z,37.859108234526076,-122.37829571143102,120.0,29.32,151.67,1.207,0.541,-1.851
B22,2025-02-04T11:41:32.500346Z,37.862658767186296,-122.37906337916363,72.86,20.05,243.21,-1.07,1.692,0.72
B22,2025-02-04T11:41:33.500346Z,37.8628189388889,-122.37204867832058,47.87,30.71,321.36,1.32,1.145,0.437
B22,2025-02-04T11:41:34.500346Z,37.87650689511828,-122.37028752274415,132.72,24.08,297.17,0.754,0.863,-1.656
B22,2025-02-04T11:41:35.500346Z,37.86581351688588,-122.37482633219278,20.28,35.71,18.88,1.662,-0.628,-0.305
B22,2025-02-04T11:41:36.500346Z,37.87779749452619,-122.36833759820831,108.24,18.3,114.82,-0.563,1.575,0.852
B22,2025-02-04T11:41:37.500346Z,37.86525014381055,-122.38004888254329,68.43,35.9,181.73,-0.889,-0.58,1.09
B22,2025-02-04T11:41:38.500346Z,37.87391780613172,-122.37281124843112,40.99,1.12,352.33,1.47,-1.969,-0.404
B22,2025-02-04T11:41:39.500346Z,37.8776713933107,-122.36881925098525,60.34,12.48,289.89,-0.394,0.085,0.656
B22,2025-02-04T11:41:40.500346Z,37.8688314907302,-122.37642136602099,27.46,39.8,218.35,-0.783,-0.299,-1.285
B22,2025-02-04T11:41:41.500346Z,37.868028421648646,-122.37293355772998,71.65,37.01,261.69,0.135,-1.003,-0.95
B22,2025-02-04T11:41:42.500346Z,37.85845086868659,-122.36364796362987,81.88,2.51,10.38,-0.189,-0.101,0.013
B22,2025-02-04T11:41:43.500346Z,37.87139501303892,-122.3676249759348,87.18,30.86,221.85,1.898,-1.349,-0.92
B22,2025-02-04T11:41:44.500346Z,37.868881207836154,-122.36944998100991,81.24,29.84,342.92,-1.317,-1.21,-1.334
B22,2025-02-04T11:41:45.500346Z,37.86525151697279,-122.36480498314911,77.64,-4.42,328.43,-0.125,-0.249,1.12
B22,2025-02-04T11:41:46.500346Z,37.864574576969744,-122.36479544558841,123.88,22.68,184.18,-0.684,1.459,1.0
B22,2025-02-04T11:41:47.500346Z,37.863983478655236,-122.36694921617114,38.03,5.57,98.62,-1.159,0.701,-0.809
B22,2025-02-04T11:41:48.500346Z,37.872803026705405,-122.3665947316299,94.03,19.77,185.43,-0.321,-1.299,0.863
B22,2025-02-04T11:41:49.500346Z,37.86809411936064,-122.36899707809033,145.67,26.47,127.02,1.989,0.546,1.842
B22,2025-02-04T11:41:50.500346Z,37.861642797823734,-122.37853311663486,91.38,-8.86,354.76,1.295,0.405,0.861
B22,2025-02-04T11:41:51.500346Z,37.87733973358271,-122.37250265601389,129.27,27.95,48.08,0.961,0.629,1.717
B22,2025-02-04T11:41:52.500346Z,37.86162397622858,-122.38060394738453,66.98,17.31,198.0,-1.998,1.072,-1.999
B22,2025-02-04T11:41:53.500346Z,37.85916455540149,-122.36736759224155,122.4,35.41,146.99,-0.386,0.729,0.654
B22,2025-02-04T11:41:54.500346Z,37.86746700838584,-122.37397910231907,64.04,-3.53,153.87,1.842,1.644,-0.241
B22,2025-02-04T11:41:55.500346Z,37.87223556127574,-122.36186515436532,81.54,13.26,269.7,0.583,0.809,0.579
B22,2025-02-04T11:41:56.500346Z,37.85916658922272,-122.36928881548681,131.41,3.18,347.16,0.026,1.027,-1.624
B22,2025-02-04T11:41:57.500346Z,37.85962817090445,-122.37902922439004,36.6,22.4,119.34,1.029,1.043,0.033
B22,2025-02-04T11:41:58.500346Z,37.87600041600797,-122.37151444620538,85.41,21.09,154.02,0.447,-0.757,0.784
B22,2025-02-04T11:41:59.500346Z,37.87279188756174,-122.37968202463637,57.52,36.17,27.12,0.388,-1.624,-0.045
B22,2025-02-04T11:42:00.500346Z,37.87689267131149,-122.3720274988809,20.3,1.23,157.32,1.888,-1.317,-0.898
B22,2025-02-04T11:42:01.500346Z,37.86886388512989,-122.3772158106427,118.45,-4.25,359.91,-1.768,-1.808,-1.792
B22,2025-02-04T11:42:02.500346Z,37.86133241996826,-122.36561508675008,62.07,-3.64,61.37,1.831,0.713,0.408
B22,2025-02-04T11:42:03.500346Z,37.87419959981349,-122.37724733801548,101.36,2.16,297.78,1.337,0.893,1.764
B22,2025-02-04T11:42:04.500346Z,37.85921887370884,-122.37036197493168,55.06,-5.85,59.76,-0.98,-0.354,-0.694
B22,2025-02-04T11:42:05.500346Z,37.86115206501312,-122.37880889606863,56.95,17.0,97.94,-1.143,-0.94,0.646
B22,2025-02-04T11:42:06.500346Z,37.86921702223848,-122.36173593507833,63.62,7.51,82.26,-1.774,-1.445,-1.22
B22,2025-02-04T11:42:07.500346Z,37.87821531745578,-122.3657411741984,67.97,22.5,276.0,-1.705,1.437,-1.301
B22,2025-02-04T11:42:08.500346Z,37.859931625961636,-122.37238603611168,102.35,-1.82,252.41,1.011,-0.332,-1.631
B22,2025-02-04T11:42:09.500346Z,37.87323590463731,-122.36752237472993,114.72,13.37,296.15,1.269,0.601,-1.313
B22,2025-02-04T11:42:10.500346Z,37.87385379741925,-122.37685173110614,5.16,38.41,153.04,-0.692,-1.75,-0.728
B22,2025-02-04T11:42:11.500346Z,37.8738646095449,-122.3762554751491,19.62,-9.29,149.64,-1.815,1.203,-0.706
B22,2025-02-04T11:42:12.500346Z,37.860347392698415,-122.38083257292152,51.74,-8.99,106.57,0.545,-0.065,-0.506
B22,2025-02-04T11:42:13.500346Z,37.859871651239246,-122.36723118422398,113.59,19.91,46.77,1.032,-1.736,0.519
B22,2025-02-04T11:42:14.500346Z,37.866146431029925,-122.3801610838775,110.38,-1.4,208.53,1.003,1.002,1.228
B22,2025-02-04T11:42:15.500346Z,37.86814339831279,-122.37403250174201,3.69,20.85,52.76,-1.155,-0.722,-1.167
B22,2025-02-04T11:42:16.500346Z,37.86381028237749,-122.37894359243636,136.21,11.85,138.47,1.72,1.659,0.45
B22,2025-02-04T11:42:17.500346Z,37.8634312596425,-122.36772075403708,129.93,32.69,94.35,1.174,0.25,-1.352
B22,2025-02-04T11:42:18.500346Z,37.865310989264074,-122.36321079581964,54.58,-3.53,73.65,0.314,-1.581,-0.156
B22,2025-02-04T11:42:19.500346Z,37.86222226248118,-122.3624238829369,21.83,17.93,185.29,1.291,-0.054,-1.228
B22,2025-02-04T11:42:20.500346Z,37.860541392257325,-122.36546363526143,48.32,10.36,60.17,-0.309,-1.769,-0.897
B22,2025-02-04T11:42:21.500346Z,37.8618790015175,-122.37604877894287,115.41,-8.55,316.85,-0.394,1.678,-0.61
B22,2025-02-04T11:42:22.500346Z,37.865801032632326,-122.36275463583395,76.41,-9.14,66.11,-0.057,-1.781,0.584
B22,2025-02-04T11:42:23.500346Z,37.87140977179177,-122.36511635815476,9.78,18.36,58.17,-0.077,0.775,-0.919
B22,2025-02-04T11:42:24.500346Z,37.86228613261671,-122.36784623173936,57.45,9.21,353.21,1.525,1.4,0.222
B22,2025-02-04T11:42:25.500346Z,37.85841020494508,-122.37654729906036,133.62,10.8,287.35,1.111,1.94,0.26
B22,2025-02-04T11:42:26.500346Z,37.86839537983827,-122.37235982065431,91.59,23.98,254.89,0.904,0.832,1.829
B22,2025-02-04T11:42:27.500346Z,37.86592097932664,-122.37322454229654,112.57,24.52,135.93,-1.381,0.961,-0.661
B22,2025-02-04T11:42:28.500346Z,37.858744093193884,-122.36737525963262,63.66,23.58,324.56,1.622,-1.448,0.772
B22,2025-02-04T11:42:29.500346Z,37.87301682046486,-122.38091989306866,134.78,-0.42,314.91,1.427,-1.156,-1.375
B22,2025-02-04T11:42:30.500346Z,37.87578801732918,-122.37784274441661,0.52,30.73,307.3,-0.294,-1.825,0.088
B22,2025-02-04T11:42:31.500346Z,37.8657533766469,-122.36727634954721,113.15,-3.21,10.82,-1.266,1.749,0.183
B22,2025-02-04T11:42:32.500346Z,37.87635620586467,-122.3632760933647,73.33,31.2,123.35,-1.713,0.905,0.554
B22,2025-02-04T11:42:33.500346Z,37.87546863832231,-122.36636308455036,23.87,-9.35,16.31,0.145,-1.493,1.491
B22,2025-02-04T11:42:34.500346Z,37.85931043011841,-122.36975592117462,52.75,21.91,337.28,-1.841,1.625,1.128
B22,2025-02-04T11:42:35.500346Z,37.8659265533059,-122.37396151074027,71.75,35.14,337.13,-1.355,1.614,-1.119
B22,2025-02-04T11:42:36.500346Z,37.87722739053002,-122.3667428622963,53.31,-1.14,167.63,-0.455,-0.525,-0.56
B22,2025-02-04T11:42:37.500346Z,37.87301029694443,-122.37441218637312,68.87,8.15,227.88,0.085,1.258,0.253
B22,2025-02-04T11:42:38.500346Z,37.86412392010198,-122.3695266451581,42.64,29.1,122.24,-0.531,-0.554,1.559
B23,2025-02-04T11:40:59.500346Z,37.878257089820366,-122.37153008157087,134.15,26.15,4.32,1.897,1.391,-1.711
B23,2025-02-04T11:41:00.500346Z,37.872958608100205,-122.36654742493985,78.2,26.23,161.05,1.599,-1.088,0.483
B23,2025-02-04T11:41:01.500346Z,37.87091591538821,-122.36403028997977,119.3,12.75,71.37,-1.337,1.135,-0.456
B23,2025-02-04T11:41:02.500346Z,37.87014595663067,-122.37743072773107,136.4,39.66,116.12,-0.179,1.8,-1.768
B23,2025-02-04T11:41:03.500346Z,37.87111557703237,-122.37855827472342,133.45,25.05,122.71,-1.441,-0.882,-0.951
B23,2025-02-04T11:41:04.500346Z,37.86175427136468,-122.36136306507389,14.87,-4.0,73.16,1.694,1.173,1.673
B23,2025-02-04T11:41:05.500346Z,37.87269873539357,-122.37108723903441,59.9,24.29,86.67,1.316,1.742,0.296
B23,2025-02-04T11:41:06.500346Z,37.877412344252555,-122.3619349632789,145.56,-0.27,101.4,-0.088,1.248,1.642
B23,2025-02-04T11:41:07.500346Z,37.864311546355026,-122.36277297646738,8.84,18.97,94.4,-0.22,-1.626,0.966
B23,2025-02-04T11:41:08.500346Z,37.866813001559954,-122.37247236035302,90.57,35.15,149.68,0.588,-1.714,0.839
B23,2025-02-04T11:41:09.500346Z,37.87336845708468,-122.37597699087799,77.68,10.08,142.39,-1.356,1.534,-0.819
B23,2025-02-04T11:41:10.500346Z,37.8783909736841,-122.37576817941536,134.79,31.9,13.89,-0.185,0.903,0.317
B23,2025-02-04T11:41:11.500346Z,37.86702757293827,-122.36404858196057,33.1,1.0,285.46,0.404,1.843,-1.993
B23,2025-02-04T11:41:12.500346Z,37.867738207185624,-122.37037395693015,131.58,27.34,178.01,-0.275,1.528,1.324
B23,2025-02-04T11:41:13.500346Z,37.87344237117298,-122.37768035467153,17.38,9.16,232.25,0.02,-0.979,0.082
B23,2025-02-04T11:41:14.500346Z,37.86244738389954,-122.38065902375125,32.02,24.59,53.04,0.657,-0.231,-1.223
B23,2025-02-04T11:41:15.500346Z,37.874010913805236,-122.37895594617716,88.4,0.89,96.61,-1.583,-0.737,0.344
B23,2025-02-04T11:41:16.500346Z,37.86363765553944,-122.37680961610161,34.14,28.9,15.63,-0.748,1.061,-1.099
B23,2025-02-04T11:41:17.500346Z,37.87412634998057,-122.3765523341551,139.91,14.59,174.17,-0.792,0.411,-1.985
B23,2025-02-04T11:41:18.500346Z,37.865739132403505,-122.3674902856981,87.27,3.18,66.59,-1.355,1.347,0.82
B23,2025-02-04T11:41:19.500346Z,37.86241841347125,-122.37568646517029,6.0,30.07,345.19,-0.516,0.931,1.483
B23,2025-02-04T11:41:20.500346Z,37.86867788489566,-122.37396474637046,73.01,14.21,74.82,-1.404,-1.227,0.945
B23,2025-02-04T11:41:21.500346Z,37.86316389772597,-122.37849898849268,54.84,13.26,31.85,-0.633,-0.12,0.291
B23,2025-02-04T11:41:22.500346Z,37.87669987941866,-122.36424970632936,145.76,17.4,1.82,1.553,1.347,1.435
B23,2025-02-04T11:41:23.500346Z,37.874061196169265,-122.37053640827625,57.22,6.16,210.95,-1.465,0.616,1.909
B23,2025-02-04T11:41:24.500346Z,37.86664637625253,-122.36146803855054,50.25,39.25,231.91,-0.274,0.557,-0.915
B23,2025-02-04T11:41:25.500346Z,37.86372589435941,-122.37816363123017,1.94,7.17,232.7,-1.497,-1.892,0.934
B23,2025-02-04T11:41:26.500346Z,37.875314452012915,-122.37121702853416,106.27,-0.06,57.34,0.482,1.481,-0.554
B23,2025-02-04T11:41:27.500346Z,37.875786830147156,-122.36114561755957,138.06,0.48,159.29,-1.602,-0.323,-1.5
B23,2025-02-04T11:41:28.500346Z,37.87141482822771,-122.36722821072657,86.25,34.95,52.01,0.044,0.037,-0.702
B23,2025-02-04T11:41:29.500346Z,37.87000299545655,-122.36669705802541,135.12,0.05,252.28,-0.823,0.499,-1.613
B23,2025-02-04T11:41:30.500346Z,37.876990683365975,-122.36323063675766,145.95,7.02,143.8,1.959,-0.89,-1.095
B23,2025-02-04T11:41:31.500346Z,37.85910963787307,-122.36656763799051,110.99,-7.76,258.56,0.388,0.572,-0.267
B23,2025-02-04T11:41:32.500346Z,37.8641447760329,-122.36902130356913,94.62,24.35,43.05,1.582,1.149,0.82
B23,2025-02-04T11:41:33.500346Z,37.869951565971085,-122.37749297510786,78.88,-0.36,145.99,-0.199,-0.599,-1.806
B23,2025-02-04T11:41:34.500346Z,37.869848659096185,-122.36512165043835,38.97,38.4,192.84,-1.221,-0.412,1.78
B23,2025-02-04T11:41:35.500346Z,37.866013274008786,-122.37301160046373,15.26,6.8,312.33,1.982,-0.261,1.337
B23,2025-02-04T11:41:36.500346Z,37.863076274820195,-122.37298865814259,34.62,31.39,127.22,0.301,0.449,0.868
B23,2025-02-04T11:41:37.500346Z,37.86587980922855,-122.36979931866107,130.8,2.14,347.3,0.477,0.674,1.217
B23,2025-02-04T11:41:38.500346Z,37.877958191633404,-122.37738101120755,65.82,26.7,131.53,1.804,1.379,1.698
B23,2025-02-04T11:41:39.500346Z,37.86632607906522,-122.37054983180283,26.2,17.98,58.07,-0.616,0.801,-0.932
B23,2025-02-04T11:41:40.500346Z,37.86082235559737,-122.37068538088607,135.0,16.63,253.93,-0.94,-1.469,-0.776
B23,2025-02-04T11:41:41.500346Z,37.86983415382202,-122.37995511538357,17.33,21.19,253.05,1.183,0.032,1.586
B23,2025-02-04T11:41:42.500346Z,37.871289700740874,-122.36795922125519,148.18,36.5,102.76,1.847,1.897,1.721
B23,2025-02-04T11:41:43.500346Z,37.86952848925627,-122.36750391957291,120.47,8.18,227.59,0.085,-1.453,1.117
B23,2025-02-04T11:41:44.500346Z,37.86649860277336,-122.37265553522292,3.91,38.97,53.61,-1.687,0.756,0.017
B23,2025-02-04T11:41:45.500346Z,37.86288950526915,-122.37462892779172,77.72,-6.65,122.72,0.787,-0.118,0.821
B23,2025-02-04T11:41:46.500346Z,37.8761284292974,-122.36175507405892,109.59,20.51,251.24,0.369,1.408,0.594
B23,2025-02-04T11:41:47.500346Z,37.86725362053957,-122.37435823986074,114.59,38.67,88.67,-0.946,-0.683,0.349
B23,2025-02-04T11:41:48.500346Z,37.859492518512965,-122.37771863868845,135.81,12.39,43.34,-1.398,1.813,-1.379
B23,2025-02-04T11:41:49.500346Z,37.85906013403838,-122.37683310487763,124.18,38.27,281.17,-1.373,0.611,-0.339
B23,2025-02-04T11:41:50.500346Z,37.8730743430634,-122.37212212990133,113.17,-4.92,174.34,0.135,-1.019,-0.999
B23,2025-02-04T11:41:51.500346Z,37.860918803242555,-122.3747439919901,90.81,27.55,62.99,-0.358,1.942,1.115
B23,2025-02-04T11:41:52.500346Z,37.85865591178646,-122.37432378256527,53.06,23.06,329.76,1.911,1.023,0.178
B23,2025-02-04T11:41:53.500346Z,37.87126030838248,-122.37768758142026,18.63,26.78,127.26,-0.744,0.451,1.444
B23,2025-02-04T11:41:54.500346Z,37.86057355993721,-122.37212072267351,68.94,34.28,99.89,-1.922,-1.638,-1.12
B23,2025-02-04T11:41:55.500346Z,37.85998386946259,-122.36977735744931,48.39,-2.43,282.75,-0.458,-0.93,-0.848
B23,2025-02-04T11:41:56.500346Z,37.860072097566686,-122.37408933269533,61.9,-1.52,256.27,-0.653,-1.515,1.661
B23,2025-02-04T11:41:57.500346Z,37.86499702224707,-122.3796059172834,97.55,24.81,261.14,0.206,-1.748,-1.238
B23,2025-02-04T11:41:58.500346Z,37.87717235018207,-122.37901473393318,54.49,22.06,155.43,0.394,0.402,-0.781
B23,2025-02-04T11:41:59.500346Z,37.87345539028666,-122.36297712547491,93.69,9.78,139.62,0.95,0.99,1.665
B23,2025-02-04T11:42:00.500346Z,37.87727087807236,-122.36167383662438,4.25,38.88,237.81,-0.607,1.436,0.481
B23,2025-02-04T11:42:01.500346Z,37.87754325989771,-122.36668087702041,122.17,3.25,150.72,-0.398,1.12,-0.08
B23,2025-02-04T11:42:02.500346Z,37.86136170646024,-122.37186416369545,4.89,21.77,327.09,-0.214,-0.624,-1.568
B23,2025-02-04T11:42:03.500346Z,37.873256717470234,-122.37695704621697,130.38,16.37,301.25,-0.886,-1.037,1.387
B23,2025-02-04T11:42:04.500346Z,37.86630272238612,-122.36453967611821,131.43,-4.9,246.25,-0.647,1.537,-1.993
B23,2025-02-04T11:42:05.500346Z,37.87555717724238,-122.3731742117053,75.69,-5.59,7.41,1.006,-0.347,0.982
B23,2025-02-04T11:42:06.500346Z,37.869000652793595,-122.36143307301383,95.46,24.97,359.06,1.027,0.833,-1.986
B23,2025-02-04T11:42:07.500346Z,37.8597499508036,-122.37904965902571,64.66,35.65,344.1,1.324,1.627,1.186
B23,2025-02-04T11:42:08.500346Z,37.870878811014016,-122.37047717125385,79.45,-4.81,162.67,0.029,0.553,0.531
B23,2025-02-04T11:42:09.500346Z,37.8689854993442,-122.37247553316939,85.46,34.36,78.97,-1.86,1.456,0.762
B23,2025-02-04T11:42:10.500346Z,37.86311146776362,-122.36296259898369,35.87,16.23,207.74,1.776,1.577,0.908
B23,2025-02-04T11:42:11.500346Z,37.8641745009353,-122.36851279000263,108.17,6.04,102.96,0.928,-0.108,-0.336
B23,2025-02-04T11:42:12.500346Z,37.87232714657101,-122.37553463349195,75.98,-5.56,85.19,-1.885,-1.9,-0.295
B23,2025-02-04T11:42:13.500346Z,37.87791229608364,-122.371782948559,122.41,-7.01,129.3,-0.946,-1.163,0.843
B23,2025-02-04T11:42:14.500346Z,37.87673963482209,-122.37151548867868,127.25,27.13,90.47,0.909,-1.133,1.109
B23,2025-02-04T11:42:15.500346Z,37.862268878111884,-122.38088701546215,73.93,34.28,132.04,-0.192,0.309,-0.56
B23,2025-02-04T11:42:16.500346Z,37.867690848540065,-122.36423424344784,118.52,4.63,218.32,-1.35,-0.41,-0.954
B23,2025-02-04T11:42:17.500346Z,37.8667181485972,-122.37438724484109,115.32,19.31,47.07,-0.606,1.52,0.962
B23,2025-02-04T11:42:18.500346Z,37.861281768453395,-122.37157011805262,25.16,23.12,38.99,-0.007,0.546,0.062
B23,2025-02-04T11:42:19.500346Z,37.867643484463045,-122.36748844328983,5.64,8.72,233.54,0.935,-0.111,1.696
